,words,sounds,sents
5752,safecracker,"['S', 'EY', 'F', 'K', 'R', 'AE', 'K', 'ER']",-0.1779
5753,safecrackers,"['S', 'EY', 'F', 'K', 'R', 'AE', 'K', 'ER', 'Z']",-0.2263
5754,safecracking,"['S', 'EY', 'F', 'K', 'R', 'AE', 'K', 'IH', 'NG']",-0.2263
5755,safecrackings,"['S', 'EY', 'F', 'K', 'R', 'AE', 'K', 'IH', 'NG', 'Z']",-0.1779
5756,safeguard,"['S', 'EY', 'F', 'G', 'AA', 'R', 'D']",0.3818
5757,safeguarded,"['S', 'EY', 'F', 'G', 'AA', 'R', 'D', 'IH', 'D']",0.3612
5758,safeguarding,"['S', 'EY', 'F', 'G', 'AA', 'R', 'D', 'IH', 'NG']",0.2732
5759,safeguards,"['S', 'EY', 'F', 'G', 'AA', 'R', 'D', 'Z']",0.34
5760,safekeeping,"['S', 'EY', 'F', 'K', 'IY', 'P', 'IH', 'NG']",0.34
5761,safelight,"['S', 'EY', 'F', 'L', 'AY', 'T']",0.2732
5762,safelights,"['S', 'EY', 'F', 'L', 'AY', 'T', 'S']",0.2023
5763,safely,"['S', 'EY', 'F', 'L', 'IY']",0.4939
5764,safeness,"['S', 'EY', 'F', 'N', 'AH', 'S']",0.3612
5765,safer,"['S', 'EY', 'F', 'ER']",0.4215
5766,safes,"['S', 'EY', 'F', 'S']",0.1027
5767,safest,"['S', 'EY', 'F', 'AH', 'S', 'T']",0.4019
5768,safeties,"['S', 'EY', 'F', 'T', 'IY', 'Z']",0.3612
5769,safety,"['S', 'EY', 'F', 'T', 'IY']",0.4215
5770,safetyman,"['S', 'EY', 'F', 'T', 'IY', 'M', 'AE', 'N']",0.0772
5771,salient,"['S', 'EY', 'L', 'IY', 'AH', 'N', 'T']",0.2732
5772,salient,"['S', 'EY', 'L', 'Y', 'AH', 'N', 'T']",0.2732
5773,sappy,"['S', 'AE', 'P', 'IY']",-0.25
5774,sarcasm,"['S', 'AA', 'R', 'K', 'AE', 'Z', 'AH', 'M']",-0.2263
5775,sarcasms,"['S', 'AA', 'R', 'K', 'AE', 'Z', 'AH', 'M', 'Z']",-0.2263
5776,sarcastic,"['S', 'AA', 'R', 'K', 'AE', 'S', 'T', 'IH', 'K']",-0.25
5777,sarcastically,"['S', 'AA', 'R', 'K', 'AE', 'S', 'T', 'IH', 'K', 'L', 'IY']",-0.2732
5778,satisfaction,"['S', 'AE', 'T', 'AH', 'S', 'F', 'AE', 'K', 'SH', 'AH', 'N']",0.4404
5779,satisfaction,"['S', 'AE', 'T', 'IH', 'S', 'F', 'AE', 'K', 'SH', 'AH', 'N']",0.4404
5780,satisfactions,"['S', 'AE', 'T', 'AH', 'S', 'F', 'AE', 'K', 'SH', 'AH', 'N', 'Z']",0.4767
5781,satisfactorily,"['S', 'AE', 'T', 'IH', 'S', 'F', 'AE', 'K', 'T', 'R', 'AH', 'L', 'IY']",0.3818
5782,satisfactoriness,"['S', 'AE', 'T', 'AH', 'S', 'F', 'AE', 'K', 'T', 'ER', 'IY', 'N', 'AH', 'S']",0.3612
5783,satisfactory,"['S', 'AE', 'T', 'AH', 'S', 'F', 'AE', 'K', 'T', 'R', 'IY']",0.3612
5784,satisfactory,"['S', 'AE', 'T', 'IH', 'S', 'F', 'AE', 'K', 'T', 'ER', 'IY']",0.3612
5785,satisfiable,"['S', 'AE', 'T', 'AH', 'S', 'F', 'AY', 'AH', 'B', 'AH', 'L']",0.4404
5786,satisfied,"['S', 'AE', 'T', 'AH', 'S', 'F', 'AY', 'D']",0.4215
5787,satisfied,"['S', 'AE', 'T', 'IH', 'S', 'F', 'AY', 'D']",0.4215
5788,satisfies,"['S', 'AE', 'T', 'IH', 'S', 'F', 'AY', 'Z']",0.4215
5789,satisfy,"['S', 'AE', 'T', 'AH', 'S', 'F', 'AY']",0.4588
5790,satisfy,"['S', 'AE', 'T', 'IH', 'S', 'F', 'AY']",0.4588
5791,satisfying,"['S', 'AE', 'T', 'IH', 'S', 'F', 'AY', 'IH', 'NG']",0.4588
5792,satisfyingly,"['S', 'AE', 'T', 'AH', 'S', 'F', 'AY', 'IH', 'NG', 'L', 'IY']",0.4404
5793,savage,"['S', 'AE', 'V', 'AH', 'JH']",-0.4588
5794,savage,"['S', 'AE', 'V', 'IH', 'JH']",-0.4588
5795,savaged,"['S', 'AE', 'V', 'IH', 'JH', 'D']",-0.4588
5796,savagely,"['S', 'AE', 'V', 'IH', 'JH', 'L', 'IY']",-0.4939
5797,savageness,"['S', 'AE', 'V', 'IH', 'JH', 'N', 'AH', 'S']",-0.5574
5798,savagenesses,"['S', 'AE', 'V', 'IH', 'JH', 'N', 'AH', 'S', 'IH', 'Z']",-0.2263
5799,savageries,"['S', 'AE', 'V', 'IH', 'JH', 'AH', 'R', 'IY', 'Z']",-0.4404
5800,savagery,"['S', 'AE', 'V', 'IH', 'JH', 'EH', 'R', 'IY']",-0.5423
5801,savages,"['S', 'AE', 'V', 'AH', 'JH', 'AH', 'Z']",-0.5267
5802,savages,"['S', 'AE', 'V', 'IH', 'JH', 'IH', 'Z']",-0.5267
5803,save,"['S', 'EY', 'V']",0.4939
5804,saved,"['S', 'EY', 'V', 'D']",0.4215
5805,scam,"['S', 'K', 'AE', 'M']",-0.5719
5806,scams,"['S', 'K', 'AE', 'M', 'Z']",-0.5859
5807,scandal,"['S', 'K', 'AE', 'N', 'D', 'AH', 'L']",-0.4404
5808,scandalous,"['S', 'K', 'AE', 'N', 'D', 'AH', 'L', 'AH', 'S']",-0.5267
5809,scandals,"['S', 'K', 'AE', 'N', 'D', 'AH', 'L', 'Z']",-0.4939
5810,scapegoat,"['S', 'K', 'EY', 'P', 'G', 'OW', 'T']",-0.4019
5811,scapegoats,"['S', 'K', 'EY', 'P', 'G', 'OW', 'T', 'S']",-0.34
5812,scare,"['S', 'K', 'EH', 'R']",-0.4939
5813,scarecrow,"['S', 'K', 'AE', 'R', 'K', 'R', 'OW']",-0.2023
5814,scarecrows,"['S', 'K', 'AE', 'R', 'K', 'R', 'OW', 'Z']",-0.1779
5815,scared,"['S', 'K', 'EH', 'R', 'D']",-0.4404
5816,scaremonger,"['S', 'K', 'EH', 'R', 'M', 'AH', 'NG', 'G', 'ER']",-0.4767
5817,scaremongers,"['S', 'K', 'EH', 'R', 'M', 'AH', 'NG', 'G', 'ER', 'Z']",-0.4588
5818,scarer,"['S', 'K', 'EH', 'R', 'ER']",-0.4019
5819,scarers,"['S', 'K', 'EH', 'R', 'ER', 'Z']",-0.3182
5820,scares,"['S', 'K', 'EH', 'R', 'Z']",-0.34
5821,scarey,"['S', 'K', 'EH', 'R', 'IY']",-0.4019
5822,scaring,"['S', 'K', 'EH', 'R', 'IH', 'NG']",-0.4404
5823,scary,"['S', 'K', 'EH', 'R', 'IY']",-0.4939
5824,sceptic,"['S', 'K', 'EH', 'P', 'T', 'IH', 'K']",-0.25
5825,sceptical,"['S', 'K', 'EH', 'P', 'T', 'IH', 'K', 'AH', 'L']",-0.296
5826,scepticism,"['S', 'K', 'EH', 'P', 'T', 'AH', 'S', 'IH', 'Z', 'AH', 'M']",-0.2023
5827,sceptics,"['S', 'K', 'EH', 'P', 'T', 'IH', 'K', 'S']",-0.1779
5828,scold,"['S', 'K', 'OW', 'L', 'D']",-0.4019
5829,scoop,"['S', 'K', 'UW', 'P']",0.1531
5830,scorn,"['S', 'K', 'AO', 'R', 'N']",-0.4019
5831,scornful,"['S', 'K', 'AO', 'R', 'N', 'F', 'AH', 'L']",-0.4215
5832,scream,"['S', 'K', 'R', 'IY', 'M']",-0.4019
5833,screamed,"['S', 'K', 'R', 'IY', 'M', 'D']",-0.3182
5834,screamers,"['S', 'K', 'R', 'IY', 'M', 'ER', 'Z']",-0.3612
5835,screaming,"['S', 'K', 'R', 'IY', 'M', 'IH', 'NG']",-0.3818
5836,screams,"['S', 'K', 'R', 'IY', 'M', 'Z']",-0.296
5837,screw,"['S', 'K', 'R', 'UW']",-0.1027
5838,screwball,"['S', 'K', 'R', 'UW', 'B', 'AO', 'L']",-0.0516
5839,screwballs,"['S', 'K', 'R', 'UW', 'B', 'AO', 'L', 'Z']",-0.0772
5840,screwbean,"['S', 'K', 'R', 'UW', 'B', 'IY', 'N']",0.0772
5841,screwdriver,"['S', 'K', 'R', 'UW', 'D', 'R', 'AY', 'V', 'ER']",0.0772
5842,screwdrivers,"['S', 'K', 'R', 'UW', 'D', 'R', 'AY', 'V', 'ER', 'Z']",0.0258
5843,screwed,"['S', 'K', 'R', 'UW', 'D']",-0.4939
5844,screwed up,"['S', 'K', 'R', 'UW', 'D', 'AH', 'P']",-0.4939
5845,screwer,"['S', 'K', 'R', 'UW', 'ER']",-0.296
5846,screwers,"['S', 'K', 'R', 'UW', 'ER', 'Z']",-0.128
5847,screwier,"['S', 'K', 'R', 'UW', 'IY', 'ER']",-0.1531
5848,screwiest,"['S', 'K', 'R', 'UW', 'IY', 'AH', 'S', 'T']",-0.4588
5849,screwiness,"['S', 'K', 'R', 'UW', 'IY', 'N', 'AH', 'S']",-0.128
5850,screwing,"['S', 'K', 'R', 'UW', 'IH', 'NG']",-0.2263
5851,screwlike,"['S', 'K', 'R', 'UW', 'L', 'AY', 'K']",0.0258
5852,screws,"['S', 'K', 'R', 'UW', 'Z']",-0.25
5853,screwup,"['S', 'K', 'R', 'UW', 'AH', 'P']",-0.4019
5854,screwups,"['S', 'K', 'R', 'UW', 'AH', 'P', 'S']",-0.25
5855,screwworm,"['S', 'K', 'R', 'UW', 'W', 'ER', 'M']",-0.1027
5856,screwworms,"['S', 'K', 'R', 'UW', 'W', 'ER', 'M', 'Z']",-0.0258
5857,screwy,"['S', 'K', 'R', 'UW', 'IY']",-0.34
5858,scrumptious,"['S', 'K', 'R', 'AH', 'M', 'P', 'SH', 'AH', 'S']",0.4767
5859,scrumptiously,"['S', 'K', 'R', 'AH', 'M', 'P', 'SH', 'AH', 'S', 'L', 'IY']",0.3612
5860,scumbag,"['S', 'K', 'AH', 'M', 'B', 'AE', 'G']",-0.6369
5861,secure,"['S', 'IH', 'K', 'Y', 'UH', 'R']",0.34
5862,secured,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'D']",0.4019
5863,securely,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'L', 'IY']",0.34
5864,securement,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'M', 'AH', 'N', 'T']",0.2732
5865,secureness,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'N', 'AH', 'S']",0.34
5866,securer,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'ER']",0.3612
5867,securers,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'ER', 'Z']",0.1531
5868,secures,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'Z']",0.3182
5869,securest,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'AH', 'S', 'T']",0.5574
5870,securing,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'IH', 'NG']",0.3182
5871,securities,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'AH', 'T', 'IY', 'Z']",0.296
5872,securitization,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'AH', 'T', 'AH', 'Z', 'EY', 'SH', 'AH', 'N']",0.0516
5873,securitizations,"['S', 'EH', 'K', 'Y', 'UH', 'R', 'AH', 'T', 'AH', 'Z', 'EY', 'T', 'IY', 'AH', 'N', 'Z']",0.0258
5874,securitize,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'AH', 'T', 'AY', 'Z']",0.0772
5875,securitized,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'AH', 'T', 'AY', 'Z', 'D']",0.34
5876,securitizes,"['S', 'EH', 'K', 'Y', 'UH', 'R', 'AH', 'T', 'AY', 'Z', 'AH', 'Z']",0.3818
5877,securitizing,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'AH', 'T', 'AY', 'Z', 'IH', 'NG']",0.1779
5878,security,"['S', 'IH', 'K', 'Y', 'UH', 'R', 'AH', 'T', 'IY']",0.34
5879,sedition,"['S', 'IH', 'D', 'IH', 'SH', 'AH', 'N']",-0.4215
5880,seditious,"['S', 'IH', 'D', 'IH', 'SH', 'AH', 'S']",-0.4019
5881,seduced,"['S', 'IH', 'D', 'UW', 'S', 'T']",-0.3612
5882,self-confident,"['S', 'EH', 'L', 'F', 'K', 'AA', 'N', 'F', 'AH', 'D', 'AH', 'N', 'T']",0.5423
5883,selfish,"['S', 'EH', 'L', 'F', 'IH', 'SH']",-0.4767
5884,selfishly,"['S', 'EH', 'L', 'F', 'IH', 'SH', 'L', 'IY']",-0.34
5885,selfishness,"['S', 'EH', 'L', 'F', 'IH', 'SH', 'N', 'AH', 'S']",-0.4019
5886,selfishnesses,"['S', 'EH', 'L', 'F', 'IH', 'SH', 'N', 'AH', 'S', 'IH', 'Z']",-0.4588
5887,sentence,"['S', 'EH', 'N', 'T', 'AH', 'N', 'S']",0.0772
5888,sentenced,"['S', 'EH', 'N', 'T', 'AH', 'N', 'S', 'T']",-0.0258
5889,sentences,"['S', 'EH', 'N', 'T', 'AH', 'N', 'S', 'AH', 'Z']",0.0516
5890,sentences,"['S', 'EH', 'N', 'T', 'AH', 'N', 'S', 'IH', 'Z']",0.0516
5891,sentencing,"['S', 'EH', 'N', 'T', 'AH', 'N', 'S', 'IH', 'NG']",-0.1531
5892,sentimental,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L']",0.3182
5893,sentimental,"['S', 'EH', 'N', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L']",0.3182
5894,sentimental,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'AH', 'L']",0.3182
5895,sentimental,"['S', 'EH', 'N', 'AH', 'M', 'EH', 'N', 'AH', 'L']",0.3182
5896,sentimentalise,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'AY', 'Z']",0.296
5897,sentimentalised,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'IY', 'Z', 'D']",0.2023
5898,sentimentalising,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'IY', 'Z', 'IH', 'NG']",0.1027
5899,sentimentalism,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'IH', 'Z', 'AH', 'M']",0.25
5900,sentimentalisms,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'IH', 'Z', 'AH', 'M', 'Z']",0.1027
5901,sentimentalist,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'IH', 'S', 'T']",0.2023
5902,sentimentalists,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'IH', 'S', 'T', 'S']",0.1779
5903,sentimentalities,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AE', 'L', 'AH', 'T', 'IY', 'Z']",0.2263
5904,sentimentality,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AE', 'L', 'IH', 'T', 'IY']",0.296
5905,sentimentality,"['S', 'EH', 'N', 'AH', 'M', 'EH', 'N', 'T', 'AE', 'L', 'IH', 'T', 'IY']",0.296
5906,sentimentalization,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'AH', 'Z', 'EY', 'SH', 'AH', 'N']",0.296
5907,sentimentalizations,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'AH', 'Z', 'EY', 'SH', 'AH', 'N', 'Z']",0.1027
5908,sentimentalize,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'AY', 'Z']",0.2023
5909,sentimentalized,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'AY', 'Z', 'D']",0.2732
5910,sentimentalizes,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'AY', 'Z', 'IH', 'Z']",0.2732
5911,sentimentalizing,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'AY', 'Z', 'IH', 'NG']",0.2023
5912,sentimentally,"['S', 'EH', 'N', 'T', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'L', 'IY']",0.4404
5913,serene,"['S', 'ER', 'IY', 'N']",0.4588
5914,serious,"['S', 'IH', 'R', 'IY', 'AH', 'S']",-0.0772
5915,seriously,"['S', 'IH', 'R', 'IY', 'AH', 'S', 'L', 'IY']",-0.1779
5916,seriousness,"['S', 'IH', 'R', 'IY', 'AH', 'S', 'N', 'AH', 'S']",-0.0516
5917,severe,"['S', 'AH', 'V', 'IH', 'R']",-0.3818
5918,severed,"['S', 'EH', 'V', 'ER', 'D']",-0.3612
5919,severely,"['S', 'AH', 'V', 'IH', 'R', 'L', 'IY']",-0.4588
5920,severeness,"['S', 'AH', 'V', 'IH', 'ER', 'N', 'AH', 'S']",-0.25
5921,severer,"['S', 'EH', 'V', 'IH', 'R', 'ER']",-0.3818
5922,severest,"['S', 'AH', 'V', 'IH', 'R', 'AH', 'S', 'T']",-0.3612
5923,sexy,"['S', 'EH', 'K', 'S', 'IY']",0.5267
5924,shake,"['SH', 'EY', 'K']",-0.1779
5925,shakeable,"['SH', 'EY', 'K', 'AH', 'B', 'AH', 'L']",-0.0772
5926,shakedown,"['SH', 'EY', 'K', 'D', 'AW', 'N']",-0.296
5927,shakedowns,"['SH', 'EY', 'K', 'D', 'AW', 'N', 'Z']",-0.34
5928,shaken,"['SH', 'EY', 'K', 'AH', 'N']",-0.0772
5929,shakeout,"['SH', 'EY', 'K', 'AW', 'T']",-0.3182
5930,shakeouts,"['SH', 'EY', 'K', 'AW', 'T', 'S']",-0.2023
5931,shakers,"['SH', 'EY', 'K', 'ER', 'Z']",0.0772
5932,shakeup,"['SH', 'EY', 'K', 'AH', 'P']",-0.1531
5933,shakeups,"['SH', 'EY', 'K', 'AH', 'P', 'S']",-0.128
5934,shakier,"['SH', 'EY', 'K', 'IY', 'ER']",-0.2263
5935,shakiest,"['SH', 'EY', 'K', 'IY', 'IH', 'S', 'T']",-0.296
5936,shakily,"['SH', 'EY', 'K', 'IY', 'L', 'IY']",-0.1779
5937,shakiness,"['SH', 'EY', 'K', 'IY', 'N', 'AH', 'S']",-0.1779
5938,shaking,"['SH', 'EY', 'K', 'IH', 'NG']",-0.1779
5939,shaky,"['SH', 'EY', 'K', 'IY']",-0.2263
5940,shame,"['SH', 'EY', 'M']",-0.4767
5941,shamed,"['SH', 'EY', 'M', 'D']",-0.5574
5942,shamefaced,"['SH', 'EY', 'M', 'F', 'EY', 'S', 'T']",-0.5106
5943,shamefacedly,"['SH', 'EY', 'M', 'F', 'EY', 'S', 'AH', 'D', 'L', 'IY']",-0.4404
5944,shamefacedness,"['SH', 'EY', 'M', 'F', 'EY', 'S', 'AH', 'D', 'N', 'AH', 'S']",-0.4588
5945,shamefast,"['SH', 'EY', 'M', 'F', 'AE', 'S', 'T']",-0.25
5946,shameful,"['SH', 'EY', 'M', 'F', 'AH', 'L']",-0.4939
5947,shamefully,"['SH', 'EY', 'M', 'F', 'AH', 'L', 'IY']",-0.4404
5948,shamefulness,"['SH', 'EY', 'M', 'F', 'AH', 'L', 'N', 'AH', 'S']",-0.5267
5949,shamefulnesses,"['SH', 'EY', 'M', 'F', 'AH', 'L', 'N', 'AH', 'S', 'IH', 'Z']",-0.5106
5950,shameless,"['SH', 'EY', 'M', 'L', 'AH', 'S']",-0.34
5951,shamelessly,"['SH', 'EY', 'M', 'L', 'AH', 'S', 'L', 'IY']",-0.34
5952,shamelessness,"['SH', 'EY', 'M', 'L', 'AH', 'S', 'N', 'AH', 'S']",-0.34
5953,shamelessnesses,"['SH', 'EY', 'M', 'L', 'AH', 'S', 'N', 'AH', 'S', 'IH', 'Z']",-0.4588
5954,shames,"['SH', 'EY', 'M', 'Z']",-0.4019
5955,share,"['SH', 'EH', 'R']",0.296
5956,shared,"['SH', 'EH', 'R', 'D']",0.34
5957,shares,"['SH', 'EH', 'R', 'Z']",0.296
5958,sharing,"['SH', 'EH', 'R', 'IH', 'NG']",0.4215
5959,shattered,"['SH', 'AE', 'T', 'ER', 'D']",-0.4767
5960,shit,"['SH', 'IH', 'T']",-0.5574
5961,shitake,"['SH', 'AH', 'T', 'EY', 'K']",-0.0772
5962,shitakes,"['SH', 'AH', 'T', 'EY', 'K', 'S']",-0.2732
5963,shithead,"['SH', 'IH', 'T', 'HH', 'EH', 'D']",-0.6249
5964,shitheads,"['SH', 'IH', 'T', 'HH', 'EH', 'D', 'Z']",-0.5574
5965,shits,"['SH', 'IH', 'T']",-0.4767
5966,shittah,"['SH', 'IH', 'T', 'AH']",0.0258
5967,shitted,"['SH', 'IH', 'T', 'IH', 'D']",-0.4019
5968,shittier,"['SH', 'IH', 'T', 'IY', 'ER']",-0.4767
5969,shittiest,"['SH', 'IH', 'T', 'IY', 'AH', 'S', 'T']",-0.6597
5970,shittim,"['SH', 'IH', 'T', 'AH', 'M']",-0.1531
5971,shittimwood,"['SH', 'IH', 'T', 'AH', 'M', 'W', 'UW', 'D']",-0.0772
5972,shitting,"['SH', 'IH', 'T', 'IH', 'NG']",-0.4215
5973,shitty,"['SH', 'IH', 'T', 'IY']",-0.5574
5974,shock,"['SH', 'AA', 'K']",-0.3818
5975,shockable,"['SH', 'AA', 'K', 'AH', 'B', 'AH', 'L']",-0.25
5976,shocked,"['SH', 'AA', 'K', 'T']",-0.3182
5977,shocker,"['SH', 'AA', 'K', 'ER']",-0.1531
5978,shockers,"['SH', 'AA', 'K', 'ER', 'Z']",-0.2732
5979,shocking,"['SH', 'AA', 'K', 'IH', 'NG']",-0.4019
5980,shockingly,"['SH', 'AA', 'K', 'IH', 'NG', 'L', 'IY']",-0.1779
5981,shockproof,"['SH', 'AA', 'K', 'P', 'R', 'UW', 'F']",0.3182
5982,shocks,"['SH', 'AA', 'K', 'S']",-0.3818
5983,shook,"['SH', 'UH', 'K']",-0.1027
5984,shoot,"['SH', 'UW', 'T']",-0.34
5985,short-sighted,"['SH', 'AO', 'R', 'T', 'S', 'AY', 'T', 'AH', 'D']",-0.296
5986,short-sightedness,"['SH', 'AO', 'R', 'T', 'S', 'AY', 'T', 'AH', 'D', 'N', 'AH', 'S']",-0.2732
5987,shortage,"['SH', 'AO', 'R', 'T', 'AH', 'JH']",-0.25
5988,shortage,"['SH', 'AO', 'R', 'T', 'IH', 'JH']",-0.25
5989,shortages,"['SH', 'AO', 'R', 'T', 'AH', 'JH', 'AH', 'Z']",-0.1531
5990,shortages,"['SH', 'AO', 'R', 'T', 'IH', 'JH', 'IH', 'Z']",-0.1531
5991,shrew,"['SH', 'R', 'UW']",-0.2263
5992,shy,"['SH', 'AY']",-0.25
5993,shyer,"['SH', 'AY', 'ER']",-0.2023
5994,shying,"['SH', 'AY', 'IH', 'NG']",-0.2263
5995,shylock,"['SH', 'AY', 'L', 'AA', 'K']",-0.4767
5996,shylocked,"['SH', 'AY', 'L', 'AA', 'K', 'T']",-0.1779
5997,shylocking,"['SH', 'AY', 'L', 'AA', 'K', 'IH', 'NG']",-0.3612
5998,shylocks,"['SH', 'AY', 'L', 'AA', 'K', 'S']",-0.34
5999,shyly,"['SH', 'AY', 'L', 'IY']",-0.1779
6000,shyness,"['SH', 'AY', 'N', 'AH', 'S']",-0.3182
6001,shynesses,"['SH', 'AY', 'N', 'AH', 'S', 'IH', 'Z']",-0.296
6002,shyster,"['SH', 'AY', 'S', 'T', 'ER']",-0.3818
6003,shysters,"['SH', 'AY', 'S', 'T', 'ER', 'Z']",-0.2263
6004,sick,"['S', 'IH', 'K']",-0.5106
6005,sicken,"['S', 'IH', 'K', 'AH', 'N']",-0.4404
6006,sickened,"['S', 'IH', 'K', 'AH', 'N', 'D']",-0.5423
6007,sickener,"['S', 'IH', 'K', 'AH', 'N', 'ER']",-0.4939
6008,sickeners,"['S', 'IH', 'K', 'AH', 'N', 'ER', 'Z']",-0.4939
6009,sickening,"['S', 'IH', 'K', 'AH', 'N', 'IH', 'NG']",-0.5267
6010,sickening,"['S', 'IH', 'K', 'N', 'IH', 'NG']",-0.5267
6011,sickeningly,"['S', 'IH', 'K', 'AH', 'N', 'IH', 'NG', 'L', 'IY']",-0.4767
6012,sickens,"['S', 'IH', 'K', 'AH', 'N', 'Z']",-0.4588
6013,sigh,"['S', 'AY']",0.0258
6014,significance,"['S', 'AH', 'G', 'N', 'IH', 'F', 'IH', 'K', 'AH', 'N', 'S']",0.2732
6015,significance,"['S', 'IH', 'G', 'N', 'IH', 'F', 'IH', 'K', 'AH', 'N', 'S']",0.2732
6016,significant,"['S', 'AH', 'G', 'N', 'IH', 'F', 'IH', 'K', 'AH', 'N', 'T']",0.2023
6017,significant,"['S', 'IH', 'G', 'N', 'IH', 'F', 'IH', 'K', 'AH', 'N', 'T']",0.2023
6018,silencing,"['S', 'AY', 'L', 'AH', 'N', 'S', 'IH', 'NG']",-0.128
6019,sillibub,"['S', 'IH', 'L', 'AH', 'B', 'AH', 'B']",-0.0258
6020,sillier,"['S', 'IH', 'L', 'IY', 'ER']",0.25
6021,sillies,"['S', 'IH', 'L', 'IY', 'Z']",0.2023
6022,silliest,"['S', 'IH', 'L', 'IY', 'AH', 'S', 'T']",0.2023
6023,sillily,"['S', 'IH', 'L', 'IY', 'L', 'IY']",-0.0258
6024,sillimanite,"['S', 'IH', 'L', 'IH', 'M', 'AH', 'N', 'AY', 'T']",0.0258
6025,sillimanites,"['S', 'IH', 'L', 'IH', 'M', 'AH', 'N', 'AY', 'T', 'S']",0.0516
6026,silliness,"['S', 'IH', 'L', 'IY', 'N', 'AH', 'S']",-0.2263
6027,sillinesses,"['S', 'IH', 'L', 'IY', 'N', 'AH', 'S', 'IH', 'Z']",-0.296
6028,silly,"['S', 'IH', 'L', 'IY']",0.0258
6029,sin,"['S', 'IH', 'N']",-0.5574
6030,sincere,"['S', 'IH', 'N', 'S', 'IH', 'R']",0.4019
6031,sincerely,"['S', 'IH', 'N', 'S', 'IH', 'R', 'L', 'IY']",0.4767
6032,sincereness,"['S', 'IH', 'N', 'S', 'IH', 'ER', 'N', 'AH', 'S']",0.4215
6033,sincerer,"['S', 'IH', 'N', 'S', 'IH', 'ER', 'ER']",0.4588
6034,sincerest,"['S', 'IH', 'N', 'S', 'IH', 'ER', 'AH', 'S', 'T']",0.4588
6035,sincerities,"['S', 'IH', 'N', 'S', 'EH', 'R', 'AH', 'T', 'IY', 'Z']",0.3612
6036,sinful,"['S', 'IH', 'N', 'F', 'AH', 'L']",-0.5574
6037,singleminded,"['S', 'IH', 'NG', 'G', 'AH', 'L', 'M', 'AY', 'N', 'D', 'IH', 'D']",0.296
6038,sinister,"['S', 'IH', 'N', 'IH', 'S', 'T', 'ER']",-0.5994
6039,sins,"['S', 'IH', 'N', 'Z']",-0.4588
6040,skeptic,"['S', 'K', 'EH', 'P', 'T', 'IH', 'K']",-0.2263
6041,skeptical,"['S', 'K', 'EH', 'P', 'T', 'AH', 'K', 'AH', 'L']",-0.3182
6042,skeptical,"['S', 'K', 'EH', 'P', 'T', 'IH', 'K', 'AH', 'L']",-0.3182
6043,skeptically,"['S', 'K', 'EH', 'P', 'T', 'IH', 'K', 'AH', 'L', 'IY']",-0.296
6044,skeptically,"['S', 'K', 'EH', 'P', 'T', 'IH', 'K', 'L', 'IY']",-0.296
